Koordinatensystem : Lambert konform konisch
Rechtswert        : 4210500 Meter
Hochwert          : 2861500 Meter
Hoehenlage        : 32 Meter ueber NN
Erstellung des Datensatzes im Mai 2016

Art des TRY       : mittleres Jahr
Bezugszeitraum    : 1995-2012
Datenbasis        : Beobachtungsdaten Zeitraum 1995-2012

Format: (i7,1x,i7,1x,i2,1x,i2,1x,i2,1x,f5.1,1x,i4,1x,3i,1x,f4.1,1x,i1,1x,f4.1,1x,i3,1x,i4,1x,i4,1x,i3,1x,i4,2x,i1)

Reihenfolge der Parameter:
RW Rechtswert                                                    [m]       {3670500;3671500..4389500}
HW Hochwert                                                      [m]       {2242500;2243500..3179500}
MM Monat                                                                   {1..12}
DD Tag                                                                     {1..28,30,31}
HH Stunde (MEZ)                                                            {1..24}
t  Lufttemperatur in 2m Hoehe ueber Grund                        [GradC]
p  Luftdruck in Standorthoehe                                    [hPa]
WR Windrichtung in 10 m Hoehe ueber Grund                        [Grad]    {0..360;999}
WG Windgeschwindigkeit in 10 m Hoehe ueber Grund                 [m/s]
N  Bedeckungsgrad                                                [Achtel]  {0..8;9}
x  Wasserdampfgehalt, Mischungsverhaeltnis                       [g/kg]
RF Relative Feuchte in 2 m Hoehe ueber Grund                     [Prozent] {1..100}
B  Direkte Sonnenbestrahlungsstaerke (horiz. Ebene)              [W/m^2]   abwaerts gerichtet: positiv
D  Diffuse Sonnenbetrahlungsstaerke (horiz. Ebene)               [W/m^2]   abwaerts gerichtet: positiv
A  Bestrahlungsstaerke d. atm. Waermestrahlung (horiz. Ebene)    [W/m^2]   abwaerts gerichtet: positiv
E  Bestrahlungsstaerke d. terr. Waermestrahlung                  [W/m^2]   aufwaerts gerichtet: negativ
IL Qualitaetsbit bezueglich der Auswahlkriterien                           {0;1;2;3;4}


     RW      HW MM DD HH     t    p  WR   WG N    x  RF    B    D   A    E IL
4210500 2861500  6 26 21  20.6 1012 358  0.4 5  7.3  46    0    4 360 -433  1
4210500 2861500  6 26 22  18.6 1012  31  1.0 2  7.6  53    0    0 336 -426  1
4210500 2861500  6 26 23  17.3 1012   8  0.3 2  7.8  61    0    0 313 -421  1
4210500 2861500  6 26 24  16.3 1012  33  0.6 1  7.9  66    0    0 303 -416  1
4210500 2861500  6 27  1  15.2 1011  67  1.5 2  8.0  72    0    0 299 -413  1
4210500 2861500  6 27  2  15.1 1011  99  1.2 3  8.1  75    0    0 305 -409  1
4210500 2861500  6 27  3  15.7 1011  88  1.8 5  8.1  74    0    0 321 -406  1
4210500 2861500  6 27  4  16.0 1011  87  2.2 6  7.9  70    0    0 338 -405  1
4210500 2861500  6 27  5  16.6 1011  91  1.8 6  7.9  68    0    3 345 -405  1
4210500 2861500  6 27  6  17.2 1011 117  1.9 7  8.2  68    0   14 351 -407  1
4210500 2861500  6 27  7  18.5 1010 116  2.7 7  8.6  68    0   72 359 -413  1
4210500 2861500  6 27  8  19.7 1010 122  2.9 7  9.4  68    1  141 363 -422  1
4210500 2861500  6 27  9  20.2 1010 130  2.7 8  9.9  67   14  234 373 -436  1
4210500 2861500  6 27 10  21.3 1010 132  4.0 8 10.0  65   44  317 382 -448  1
4210500 2861500  6 27 11  22.4 1010 132  3.9 6 10.2  62  110  386 377 -455  1
4210500 2861500  6 27 12  23.8 1009 136  3.9 6 10.1  57   36  343 375 -460  1
4210500 2861500  6 27 13  23.9 1009 131  4.1 4 10.3  55   54  366 373 -470  1
4210500 2861500  6 27 14  24.1 1008 115  3.6 3 10.7  57  300  395 368 -481  1
4210500 2861500  6 27 15  23.3 1008 105  2.8 8 11.3  61   71  338 378 -489  1
4210500 2861500  6 27 16  23.7 1008 112  3.3 4 12.6  69  252  311 380 -491  1
4210500 2861500  6 27 17  23.6 1007 131  2.3 3 12.9  70  336  197 359 -484  1
4210500 2861500  6 27 18  24.1 1007 143  2.4 7 12.6  67    4  138 370 -475  1
4210500 2861500  6 27 19  23.7 1007 110  2.0 5 12.7  68   18  106 379 -465  1
4210500 2861500  6 27 20  23.0 1007 124  1.3 7 12.7  70    2   39 378 -454  1
4210500 2861500  6 27 21  22.2 1006  48  0.5 7 12.4  71    0    4 384 -442  1
4210500 2861500  6 27 22  21.1 1006  76  1.3 7 12.2  74    0    0 383 -434  1
4210500 2861500  6 27 23  20.7 1006 318  0.2 7 12.4  79    0    0 383 -430  1
4210500 2861500  6 27 24  21.0 1006 320  0.2 7 12.8  82    0    0 383 -427  1
4210500 2861500  6 28  1  20.5 1006 138  0.7 6 13.2  85    0    0 377 -424  1
4210500 2861500  6 28  2  19.9 1005 211  1.0 6 13.3  89    0    0 370 -420  1
4210500 2861500  6 28  3  19.7 1005 342  0.2 6 13.3  90    0    0 369 -417  1
4210500 2861500  6 28  4  19.6 1005 245  1.6 7 13.4  92    0    0 374 -414  1
4210500 2861500  6 28  5  19.2 1004 195  0.9 5 13.0  91   24   21 367 -413  1
4210500 2861500  6 28  6  19.4 1004 212  2.9 2 12.3  86   86   52 341 -415  1
4210500 2861500  6 28  7  20.6 1004 267  7.0 5 11.2  76   18  109 340 -418  1
4210500 2861500  6 28  8  16.7 1005 285  4.9 6 10.5  77    1  134 352 -420  1
4210500 2861500  6 28  9  17.4 1006 276  4.6 6 10.4  85  112  250 352 -420  1
4210500 2861500  6 28 10  18.2 1007 280  5.8 6 10.3  80  151  298 356 -418  1
4210500 2861500  6 28 11  20.4 1008 270  7.0 5  9.5  67  365  269 359 -416  1
4210500 2861500  6 28 12  19.8 1008 277  8.5 3  8.9  60  600  177 352 -413  1
4210500 2861500  6 28 13  20.7 1009 256  8.1 3  8.2  55  552  212 348 -407  1
4210500 2861500  6 28 14  21.6 1010 249  7.4 4  7.2  46  413  267 353 -405  1
4210500 2861500  6 28 15  21.6 1010 265  6.0 3  6.8  42  395  238 357 -415  1
4210500 2861500  6 28 16  21.4 1010 289  6.0 2  7.1  44  280  233 352 -429  1
4210500 2861500  6 28 17  21.3 1010 285  6.1 3  7.2  45  316  146 349 -433  1
4210500 2861500  6 28 18  21.2 1010 264  6.4 3  6.9  44  258   91 347 -431  1
4210500 2861500  6 28 19  20.5 1011 256  4.3 4  6.8  44   97   88 345 -427  1
4210500 2861500  6 28 20  18.6 1011 278  4.5 4  7.1  52   22   43 342 -418  1
4210500 2861500  6 28 21  17.5 1012 276  3.9 4  7.3  57    0    6 336 -410  1
4210500 2861500  6 28 22  16.5 1012 270  3.5 4  7.5  62    0    0 338 -403  1
4210500 2861500  6 28 23  15.4 1013 247  2.9 4  7.5  68    0    0 340 -401  1
4210500 2861500  6 28 24  14.2 1013 224  2.4 3  7.5  73    0    0 334 -400  1
4210500 2861500  6 29  1  12.9 1014 206  2.1 2  7.4  79    0    0 286 -412  1
4210500 2861500  6 29  2  12.0 1013 193  1.9 2  7.3  83    0    0 288 -409  1
4210500 2861500  6 29  3  11.6 1013 187  1.9 2  7.3  85    0    0 295 -406  1
4210500 2861500  6 29  4  12.2 1013 196  2.2 3  7.2  84    0    0 300 -403  1
4210500 2861500  6 29  5  13.0 1012 210  2.5 4  7.3  80    0    4 316 -399  1
4210500 2861500  6 29  6  14.8 1012 231  2.7 7  7.3  75    0   23 344 -396  1
4210500 2861500  6 29  7  15.1 1012 255  3.9 6  7.4  70    0   48 353 -395  1
4210500 2861500  6 29  8  14.7 1012 228  3.4 7  8.1  76    2  133 354 -398  1
4210500 2861500  6 29  9  16.7 1012 214  3.8 8  8.8  79   20  226 370 -402  1
4210500 2861500  6 29 10  16.9 1012 242  4.9 7  9.1  76    0  197 376 -404  1
4210500 2861500  6 29 11  18.2 1012 222  5.2 7  9.6  77    0  147 378 -406  1
4210500 2861500  6 29 12  17.4 1012 222  5.3 7 10.2  80    0  159 381 -406  1
4210500 2861500  6 29 13  17.7 1012 235  4.7 8 11.0  87    0  181 387 -412  1
4210500 2861500  6 29 14  18.9 1011 247  5.3 7 11.3  86    0  204 390 -425  1
4210500 2861500  6 29 15  19.7 1011 245  6.3 8 11.5  82   19  264 392 -432  1
4210500 2861500  6 29 16  19.7 1011 250  5.3 6 12.2  84  117  293 389 -435  1
4210500 2861500  6 29 17  20.0 1011 268  5.3 6 12.5  86   87  235 382 -433  1
4210500 2861500  6 29 18  20.5 1011 271  4.2 6 11.9  80  105  172 382 -428  1
4210500 2861500  6 29 19  20.8 1011 255  2.9 6 11.3  74   41  107 381 -425  1
4210500 2861500  6 29 20  19.5 1011 262  3.6 7 10.9  73    3   32 383 -421  1
4210500 2861500  6 29 21  19.6 1011 266  6.1 7 10.6  74    0    0 386 -417  1
4210500 2861500  6 29 22  17.6 1012 289  4.7 7 10.8  80    0    0 382 -413  1
4210500 2861500  6 29 23  17.0 1013 261  2.3 7 11.1  90    0    0 377 -410  1
4210500 2861500  6 29 24  16.9 1013 273  2.1 8 11.1  92    0    0 378 -407  1
4210500 2861500  6 30  1  15.9 1013 266  2.0 7 11.0  94    0    0 373 -403  1
4210500 2861500  6 30  2  15.6 1013 229  2.0 6 10.7  95    0    0 362 -398  1
4210500 2861500  6 30  3  15.0 1013 250  2.0 5 10.5  96    0    0 351 -392  1
4210500 2861500  6 30  4  14.5 1013 253  2.0 5 10.2  97    0    0 345 -389  1
4210500 2861500  6 30  5  14.8 1013 250  1.9 6 10.2  97    0    4 347 -389  1
4210500 2861500  6 30  6  15.6 1013 257  2.0 7 10.5  96    0   30 355 -393  1
4210500 2861500  6 30  7  17.1 1013 247  2.4 5 10.7  91   39  128 355 -397  1
4210500 2861500  6 30  8  19.1 1013 257  3.1 4 10.9  83  209  171 350 -402  1
4210500 2861500  6 30  9  21.1 1013 270  3.1 3 10.7  72  316  207 351 -405  1
4210500 2861500  6 30 10  21.3 1013 242  4.4 5  9.8  62  152  330 358 -414  1
4210500 2861500  6 30 11  22.6 1013 263  4.6 5  9.5  58  200  368 368 -420  1
4210500 2861500  6 30 12  23.8 1012 248  4.6 4  9.6  54  306  368 370 -418  1
4210500 2861500  6 30 13  23.7 1012 317  4.4 3  9.1  50  436  318 366 -432  1
4210500 2861500  6 30 14  24.6 1012 286  4.2 3  8.6  46  499  266 363 -453  1
4210500 2861500  6 30 15  25.3 1012 291  4.0 2  8.6  43  539  198 363 -463  1
4210500 2861500  6 30 16  25.8 1012 253  5.1 2  8.5  41  507  147 360 -466  1
4210500 2861500  6 30 17  25.3 1011 348  3.4 1  8.2  40  395  127 355 -463  1
4210500 2861500  6 30 18  25.0 1011 298  3.9 1  8.2  41  249  117 350 -457  1
4210500 2861500  6 30 19  24.2 1011 283  3.6 0  8.3  43  122   92 343 -448  1
4210500 2861500  6 30 20  23.1 1011 297  2.2 0  8.3  45   23   46 336 -435  1
4210500 2861500  6 30 21  20.4 1011 274  1.8 0  8.5  52    0    0 329 -421  1
4210500 2861500  6 30 22  18.0 1011 279  1.3 0  8.9  64    0    0 321 -411  1
4210500 2861500  6 30 23  16.8 1012 333  0.6 0  8.9  72    0    0 315 -404  1
4210500 2861500  6 30 24  15.5 1011 239  1.2 0  8.8  77    0    0 312 -399  1
4210500 2861500  7  1  1  15.0 1011 259  1.5 0  8.9  82    0    0 310 -396  1
4210500 2861500  7  1  2  13.7 1011 247  1.8 1  8.7  85    0    0 310 -395  1
4210500 2861500  7  1  3  13.8 1012 266  2.2 3  8.5  86    0    0 318 -396  1
4210500 2861500  7  1  4  15.2 1011 278  2.5 5  8.7  84    0    0 334 -397  1
4210500 2861500  7  1  5  16.5 1012 286  3.1 6  8.9  79    0    8 350 -396  1
4210500 2861500  7  1  6  16.9 1012 294  3.0 6  9.0  76    0   37 357 -398  1
4210500 2861500  7  1  7  17.9 1012 294  3.2 7  9.1  73   15  116 362 -404  1
4210500 2861500  7  1  8  19.1 1013 310  5.2 6  9.1  68  109  205 366 -415  1
4210500 2861500  7  1  9  20.3 1013 285  5.8 3  9.0  62  403  167 352 -421  1
4210500 2861500  7  1 10  21.5 1013 293  5.9 2  8.6  56  582  143 341 -427  1
4210500 2861500  7  1 11  22.1 1014 279  7.0 2  8.1  50  473  267 342 -443  1
4210500 2861500  7  1 12  23.4 1014 293  6.8 1  7.4  43  565  251 343 -460  1
4210500 2861500  7  1 13  23.7 1014 265  6.6 1  6.7  37  704  177 343 -470  1
4210500 2861500  7  1 14  23.8 1015 326  6.5 2  6.5  36  589  226 345 -474  1
4210500 2861500  7  1 15  23.6 1015 291  5.7 2  6.7  37  311  322 347 -476  1
4210500 2861500  7  1 16  23.1 1015 296  6.1 2  6.6  37  320  258 342 -476  1
4210500 2861500  7  1 17  23.2 1015 313  5.5 2  6.5  37  297  190 338 -474  1
4210500 2861500  7  1 18  22.5 1015 330  4.7 2  6.4  37  192  151 335 -466  1
4210500 2861500  7  1 19  22.3 1016 297  4.5 1  6.3  38  102  101 328 -455  1
4210500 2861500  7  1 20  20.9 1016 309  3.1 2  6.4  40   26   48 325 -443  1
4210500 2861500  7  1 21  18.9 1016 317  2.3 3  6.5  45    0    0 325 -430  1
4210500 2861500  7  1 22  17.4 1017 308  1.9 4  6.5  50    0    0 325 -419  1
4210500 2861500  7  1 23  16.7 1017 329  0.6 4  6.7  56    0    0 325 -411  1
4210500 2861500  7  1 24  15.0 1017 327  1.3 2  6.9  62    0    0 315 -404  1
4210500 2861500  7  2  1  13.2 1018  14  1.5 0  7.1  75    0    0 289 -397  1
4210500 2861500  7  2  2  12.7 1018 128  1.0 0  7.2  77    0    0 289 -395  1
4210500 2861500  7  2  3  11.7 1017 126  1.2 1  7.2  81    0    0 290 -390  1
4210500 2861500  7  2  4  11.7 1017 116  1.0 2  7.2  84    0    0 293 -386  1
4210500 2861500  7  2  5  12.3 1017  76  1.2 5  7.3  84    4   17 301 -384  1
4210500 2861500  7  2  6  15.8 1017  68  1.7 5  7.6  76   67   64 312 -386  1
4210500 2861500  7  2  7  17.8 1017 118  1.3 3  7.9  67  200   90 316 -395  1
4210500 2861500  7  2  8  20.2 1017 141  1.4 3  8.0  58  337  109 320 -411  1
4210500 2861500  7  2  9  21.6 1017 150  1.8 3  7.6  49  341  190 328 -430  1
4210500 2861500  7  2 10  22.9 1017 215  1.7 3  7.2  43  345  261 333 -449  1
4210500 2861500  7  2 11  22.8 1017 293  1.8 3  7.1  41  378  301 337 -466  1
4210500 2861500  7  2 12  23.7 1016  82  1.5 3  6.9  39  419  313 339 -479  1
4210500 2861500  7  2 13  25.1 1016 293  1.7 3  6.8  36  584  236 344 -487  1
4210500 2861500  7  2 14  25.3 1015 127  2.3 3  6.7  34  655  174 347 -491  1
4210500 2861500  7  2 15  26.3 1014 131  1.4 1  6.8  33  602  160 346 -491  1
4210500 2861500  7  2 16  26.4 1014  26  1.2 1  6.7  31  487  161 343 -491  1
4210500 2861500  7  2 17  26.5 1014  57  2.3 1  6.6  31  358  151 342 -484  1
4210500 2861500  7  2 18  26.1 1013  66  2.0 1  6.6  31  224  131 340 -471  1
4210500 2861500  7  2 19  25.6 1012  53  2.8 1  6.6  32  105   97 338 -458  1
4210500 2861500  7  2 20  23.8 1012  73  3.2 2  7.0  36   23   45 337 -444  1
4210500 2861500  7  2 21  22.0 1013  83  3.1 2  7.3  42    0    0 333 -431  1
4210500 2861500  7  2 22  20.8 1013  91  3.1 2  7.3  46    0    0 329 -419  1
4210500 2861500  7  2 23  20.2 1013  97  3.6 1  7.4  49    0    0 324 -410  1
4210500 2861500  7  2 24  19.2 1013  96  3.4 1  7.5  53    0    0 319 -402  1
4210500 2861500  7  3  1  18.5 1013  92  3.4 0  7.5  55    0    0 314 -396  1
4210500 2861500  7  3  2  17.4 1013  95  3.4 0  7.3  57    0    0 307 -391  1
4210500 2861500  7  3  3  16.9 1013  88  3.3 0  7.2  59    0    0 306 -386  1
4210500 2861500  7  3  4  16.3 1013  90  3.5 0  7.1  60    0    0 303 -382  1
4210500 2861500  7  3  5  16.8 1013  93  3.2 1  7.0  60   20   23 305 -379  1
4210500 2861500  7  3  6  18.6 1012 107  4.0 1  7.0  55  106   61 310 -380  1
4210500 2861500  7  3  7  19.7 1012 115  4.2 1  7.1  52  230   85 312 -387  1
4210500 2861500  7  3  8  21.3 1012 107  4.3 1  7.3  49  366  102 316 -401  1
4210500 2861500  7  3  9  23.3 1012 107  4.0 1  7.5  44  500  114 322 -417  1
4210500 2861500  7  3 10  25.6 1012  93  4.4 1  7.7  40  612  124 330 -436  1
4210500 2861500  7  3 11  27.3 1011 104  4.8 0  7.7  36  697  131 335 -453  1
4210500 2861500  7  3 12  28.6 1011 120  4.3 0  7.6  32  743  138 339 -468  1
4210500 2861500  7  3 13  29.7 1010 114  4.6 0  7.5  30  747  143 344 -480  1
4210500 2861500  7  3 14  30.2 1010 109  3.6 0  7.5  28  704  150 349 -488  1
4210500 2861500  7  3 15  30.6 1009 109  3.6 0  7.2  27  614  158 350 -491  1
4210500 2861500  7  3 16  31.0 1009 124  2.5 0  7.0  25  498  160 351 -489  1
4210500 2861500  7  3 17  30.9 1008  90  3.0 0  6.8  24  358  154 348 -483  1
4210500 2861500  7  3 18  30.4 1008  99  4.4 0  6.6  24  221  134 343 -476  1
4210500 2861500  7  3 19  29.4 1007  84  4.5 0  6.7  26  103   98 339 -464  1
4210500 2861500  7  3 20  27.7 1007  79  4.8 0  7.0  28   21   44 334 -451  1
4210500 2861500  7  3 21  26.3 1007  83  4.0 1  7.1  32    0    0 332 -439  1
4210500 2861500  7  3 22  24.7 1008  93  3.6 1  7.2  35    0    0 330 -429  1
4210500 2861500  7  3 23  24.4 1008  96  3.5 1  7.3  38    0    0 328 -423  1
4210500 2861500  7  3 24  23.6 1008 111  3.9 1  7.3  39    0    0 326 -419  1
4210500 2861500  7  4  1  22.4 1008 109  3.3 0  7.2  41    0    0 318 -415  1
4210500 2861500  7  4  2  21.6 1008 114  3.2 0  7.2  43    0    0 309 -412  1
4210500 2861500  7  4  3  21.5 1007 113  3.2 0  7.1  44    0    0 306 -409  1
4210500 2861500  7  4  4  20.0 1007 107  3.0 0  7.1  46    0    0 306 -405  1
4210500 2861500  7  4  5  20.2 1007 102  3.0 0  7.2  49   11   23 306 -404  1
4210500 2861500  7  4  6  21.2 1007 101  3.0 0  7.4  48   88   66 307 -405  1
4210500 2861500  7  4  7  22.6 1007 106  3.3 0  7.7  47  208   95 309 -410  1
4210500 2861500  7  4  8  24.4 1007 109  3.1 0  8.1  44  341  116 311 -420  1
4210500 2861500  7  4  9  26.5 1006 103  3.8 0  8.4  41  470  133 317 -433  1
4210500 2861500  7  4 10  28.6 1006  89  3.8 0  8.7  37  581  144 327 -448  1
4210500 2861500  7  4 11  30.2 1005 100  3.6 0  8.8  34  663  154 338 -464  1
4210500 2861500  7  4 12  31.4 1005 109  3.5 0  8.7  31  707  163 347 -479  1
4210500 2861500  7  4 13  32.4 1005  97  2.8 0  8.4  28  711  168 353 -491  1
4210500 2861500  7  4 14  32.9 1004  74  2.7 0  8.5  27  667  174 359 -499  1
4210500 2861500  7  4 15  33.8 1003  80  2.9 1  8.4  26  573  184 368 -501  1
4210500 2861500  7  4 16  33.6 1003  48  2.5 1  7.9  24  452  186 372 -501  1
4210500 2861500  7  4 17  33.3 1002  77  2.6 2  7.7  24  317  175 376 -498  1
4210500 2861500  7  4 18  32.8 1002  62  3.0 2  7.3  23  151  162 378 -491  1
4210500 2861500  7  4 19  31.5 1001  41  3.3 3  7.4  24   57  104 380 -480  1
4210500 2861500  7  4 20  29.9 1001 355  4.0 6  8.2  30   11   42 394 -468  1
4210500 2861500  7  4 21  24.9 1002 291  7.2 6 10.0  43    0    0 400 -455  1
4210500 2861500  7  4 22  23.2 1003 297  6.0 7 11.9  63    0    0 396 -445  1
4210500 2861500  7  4 23  22.9 1004 304  4.9 6 12.0  67    0    0 392 -439  1
4210500 2861500  7  4 24  22.8 1003 287  4.1 6 11.9  67    0    0 385 -434  1
4210500 2861500  7  5  1  21.9 1003 284  4.0 7 11.8  69    0    0 388 -429  1
4210500 2861500  7  5  2  21.4 1003 262  4.5 7 11.7  71    0    0 390 -425  1
4210500 2861500  7  5  3  20.6 1003 263  4.9 8 12.0  76    0    0 391 -420  1
4210500 2861500  7  5  4  20.1 1003 257  5.3 8 12.7  84    0    0 392 -416  1
4210500 2861500  7  5  5  19.8 1003 268  5.9 7 12.9  87    0    4 384 -412  1
4210500 2861500  7  5  6  19.7 1003 283  6.0 8 12.8  88    0   14 381 -412  1
4210500 2861500  7  5  7  19.2 1004 284  6.0 7 12.9  90    0   27 379 -417  1
4210500 2861500  7  5  8  17.3 1004 283  6.4 7 12.4  93    0   41 370 -426  1
4210500 2861500  7  5  9  16.7 1005 278  6.1 8 11.7  95    0   60 369 -440  1
4210500 2861500  7  5 10  16.1 1005 278  6.3 8 11.3  96    0   77 370 -456  1
4210500 2861500  7  5 11  15.6 1006 283  7.2 8 10.9  96    0   97 369 -469  1
4210500 2861500  7  5 12  15.4 1007 283  6.7 8 10.6  96    0  101 369 -477  1
4210500 2861500  7  5 13  15.4 1007 276  6.9 8 10.6  96    0  117 368 -476  1
4210500 2861500  7  5 14  15.4 1007 277  6.4 8 10.7  96    0  122 369 -463  1
4210500 2861500  7  5 15  15.7 1008 281  6.8 8 10.7  96    0  116 370 -444  1
4210500 2861500  7  5 16  15.7 1008 281  6.7 8 10.5  93    0  110 370 -444  1
4210500 2861500  7  5 17  15.4 1008 285  6.6 8 10.2  92    0   85 369 -453  1
4210500 2861500  7  5 18  15.1 1008 294  5.8 8 10.2  93    0   54 367 -451  1
4210500 2861500  7  5 19  15.1 1008 313  5.2 8 10.3  95    0   21 367 -444  1
4210500 2861500  7  5 20  15.1 1009 294  4.8 8 10.4  96    0    8 367 -437  1
4210500 2861500  7  5 21  15.2 1009 295  4.0 7 10.5  96    0    0 364 -429  1
4210500 2861500  7  5 22  14.8 1009 296  4.1 8 10.3  96    0    0 364 -423  1
4210500 2861500  7  5 23  14.8 1010 305  4.4 8 10.1  95    0    0 366 -418  1
4210500 2861500  7  5 24  14.6 1010 296  4.5 8 10.0  95    0    0 365 -414  1
4210500 2861500  7  6  1  14.4 1009 299  4.1 7 10.0  96    0    0 360 -411  1
4210500 2861500  7  6  2  14.4 1009 304  3.9 7 10.1  97    0    0 356 -408  1
4210500 2861500  7  6  3  14.6 1009 298  3.7 7 10.1  97    0    0 357 -407  1
4210500 2861500  7  6  4  14.5 1009 313  3.2 7 10.0  96    0    0 357 -407  1
4210500 2861500  7  6  5  14.7 1009 304  3.1 7 10.0  96    0    4 356 -407  1
4210500 2861500  7  6  6  14.9 1009 322  3.1 8 10.0  94    0   29 359 -407  1
4210500 2861500  7  6  7  15.3 1009 319  2.5 5  9.9  91   48  118 350 -409  1
4210500 2861500  7  6  8  16.2 1009 309  3.1 4  9.7  86  226  151 330 -413  1
4210500 2861500  7  6  9  17.4 1010 306  3.0 4  9.6  80  288  204 328 -419  1
4210500 2861500  7  6 10  18.5 1010 311  2.9 5  9.5  74  234  289 338 -427  1
4210500 2861500  7  6 11  19.6 1010 302  2.9 5  9.3  67  291  317 347 -436  1
4210500 2861500  7  6 12  21.1 1010 285  3.8 5  9.0  60  338  328 351 -445  1
4210500 2861500  7  6 13  21.7 1010 289  3.5 4  9.0  56  407  304 350 -456  1
4210500 2861500  7  6 14  22.5 1009 284  3.5 3  8.7  52  423  282 343 -468  1
4210500 2861500  7  6 15  23.3 1009 260  3.5 2  8.4  48  542  181 336 -479  1
4210500 2861500  7  6 16  23.8 1009 251  3.3 2  8.5  46  495  141 336 -481  1
4210500 2861500  7  6 17  23.9 1009 292  3.9 2  8.6  46  374  130 338 -465  1
4210500 2861500  7  6 18  23.6 1008 268  4.1 2  8.6  46  238  116 338 -450  1
4210500 2861500  7  6 19  23.2 1008 246  2.7 1  8.6  48  117   89 332 -442  1
4210500 2861500  7  6 20  22.1 1008 269  2.8 2  8.8  51   25   44 330 -435  1
4210500 2861500  7  6 21  19.5 1008 252  2.4 1  8.7  56    0    0 323 -428  1
4210500 2861500  7  6 22  18.5 1008 249  2.4 2  8.6  62    0    0 315 -421  1
4210500 2861500  7  6 23  17.1 1009 267  2.3 2  8.6  67    0    0 314 -416  1
4210500 2861500  7  6 24  17.0 1009 253  2.3 3  8.7  71    0    0 316 -412  1
4210500 2861500  7  7  1  15.7 1008 241  2.3 3  8.8  76    0    0 318 -409  1
4210500 2861500  7  7  2  14.0 1008 226  1.8 2  8.8  82    0    0 307 -408  1
4210500 2861500  7  7  3  14.2 1008 283  1.7 1  8.7  86    0    0 295 -407  1
4210500 2861500  7  7  4  13.3 1008 239  2.1 2  8.6  87    0    0 294 -407  1
4210500 2861500  7  7  5  14.2 1008 235  1.6 4  8.7  88    7   21 305 -408  1
4210500 2861500  7  7  6  16.6 1008 230  1.7 4  9.2  83   73   73 317 -410  1
4210500 2861500  7  7  7  19.1 1007 236  2.0 4  9.3  72  165  117 320 -416  1
4210500 2861500  7  7  8  21.3 1007 247  2.3 5  9.3  62  149  201 334 -423  1
4210500 2861500  7  7  9  22.4 1006 222  2.2 7  9.2  56  177  270 360 -436  1
4210500 2861500  7  7 10  23.2 1006 219  2.5 7  8.8  50  180  333 376 -454  1
4210500 2861500  7  7 11  24.3 1005 228  2.9 7  8.5  46  229  371 381 -467  1
4210500 2861500  7  7 12  25.5 1005 234  2.9 6  8.3  42  247  392 381 -476  1
4210500 2861500  7  7 13  26.6 1004 216  2.6 6  8.4  39  328  379 380 -484  1
4210500 2861500  7  7 14  26.8 1004 205  2.5 6  8.4  38  212  377 384 -494  1
4210500 2861500  7  7 15  26.3 1003 225  3.1 7  8.3  38   64  310 387 -498  1
4210500 2861500  7  7 16  26.7 1003 257  2.5 7  8.5  39   23  248 391 -489  1
4210500 2861500  7  7 17  26.4 1002 212  3.5 7  8.7  39   15  195 392 -472  1
4210500 2861500  7  7 18  25.8 1001 215  2.5 7  8.7  40    0  101 390 -459  1
4210500 2861500  7  7 19  25.0 1001 184  2.3 7  8.9  43    0   43 390 -451  1
4210500 2861500  7  7 20  24.4 1000 195  2.1 8  9.1  46    0   19 394 -446  1
4210500 2861500  7  7 21  23.5 1000 193  2.4 7  9.5  50    0    0 393 -440  1
4210500 2861500  7  7 22  20.2 1000 201  3.2 7 10.8  65    0    0 385 -436  1
4210500 2861500  7  7 23  19.5 1001 209  3.2 5 11.6  78    0    0 373 -432  1
4210500 2861500  7  7 24  18.9 1001 228  3.3 4 11.3  80    0    0 357 -430  1
4210500 2861500  7  8  1  18.8 1001 212  3.2 4 11.1  80    0    0 351 -428  1
4210500 2861500  7  8  2  18.4 1001 236  2.9 6 10.9  80    0    0 358 -426  1
4210500 2861500  7  8  3  18.5 1001 246  3.3 6 10.6  79    0    0 365 -422  1
4210500 2861500  7  8  4  17.2 1001 249  2.6 7 10.7  82    0    0 368 -419  1
4210500 2861500  7  8  5  17.2 1001 255  2.9 7 10.8  87    0    6 370 -415  1
4210500 2861500  7  8  6  17.5 1001 237  1.8 8 10.6  84    0   24 374 -413  1
4210500 2861500  7  8  7  17.5 1001 218  3.6 6 10.2  81   26  112 369 -415  1
4210500 2861500  7  8  8  18.7 1002 222  3.9 6 10.0  76  183  153 361 -416  1
4210500 2861500  7  8  9  20.0 1002 235  3.8 6  9.9  70  331  164 365 -425  1
4210500 2861500  7  8 10  21.1 1002 233  4.0 6  9.5  62  216  274 368 -441  1
4210500 2861500  7  8 11  22.3 1002 219  3.9 6  9.2  56  161  319 369 -451  1
4210500 2861500  7  8 12  22.7 1002 216  4.2 6  8.8  51   52  318 372 -457  1
4210500 2861500  7  8 13  22.3 1001 206  4.2 7  8.1  47    0  197 376 -457  1
4210500 2861500  7  8 14  22.8 1001 189  5.2 6  7.7  44  120  321 375 -455  1
4210500 2861500  7  8 15  22.1 1001 189  5.8 7  7.8  45    9  240 374 -454  1
