Koordinatensystem : Lambert konform konisch
Rechtswert        : 4210500 Meter
Hochwert          : 2861500 Meter
Hoehenlage        : 32 Meter ueber NN
Erstellung des Datensatzes im Mai 2016

Art des TRY       : mittleres Jahr
Bezugszeitraum    : 1995-2012
Datenbasis        : Beobachtungsdaten Zeitraum 1995-2012

Format: (i7,1x,i7,1x,i2,1x,i2,1x,i2,1x,f5.1,1x,i4,1x,3i,1x,f4.1,1x,i1,1x,f4.1,1x,i3,1x,i4,1x,i4,1x,i3,1x,i4,2x,i1)

Reihenfolge der Parameter:
RW Rechtswert                                                    [m]       {3670500;3671500..4389500}
HW Hochwert                                                      [m]       {2242500;2243500..3179500}
MM Monat                                                                   {1..12}
DD Tag                                                                     {1..28,30,31}
HH Stunde (MEZ)                                                            {1..24}
t  Lufttemperatur in 2m Hoehe ueber Grund                        [GradC]
p  Luftdruck in Standorthoehe                                    [hPa]
WR Windrichtung in 10 m Hoehe ueber Grund                        [Grad]    {0..360;999}
WG Windgeschwindigkeit in 10 m Hoehe ueber Grund                 [m/s]
N  Bedeckungsgrad                                                [Achtel]  {0..8;9}
x  Wasserdampfgehalt, Mischungsverhaeltnis                       [g/kg]
RF Relative Feuchte in 2 m Hoehe ueber Grund                     [Prozent] {1..100}
B  Direkte Sonnenbestrahlungsstaerke (horiz. Ebene)              [W/m^2]   abwaerts gerichtet: positiv
D  Diffuse Sonnenbetrahlungsstaerke (horiz. Ebene)               [W/m^2]   abwaerts gerichtet: positiv
A  Bestrahlungsstaerke d. atm. Waermestrahlung (horiz. Ebene)    [W/m^2]   abwaerts gerichtet: positiv
E  Bestrahlungsstaerke d. terr. Waermestrahlung                  [W/m^2]   aufwaerts gerichtet: negativ
IL Qualitaetsbit bezueglich der Auswahlkriterien                           {0;1;2;3;4}


     RW      HW MM DD HH     t    p  WR   WG N    x  RF    B    D   A    E IL
4210500 2861500  4  1 16  17.0 1016 282  6.4 6  5.4  45   76  207 333 -410  1
4210500 2861500  4  1 17  16.5 1016 301  5.7 6  5.5  46   38  145 337 -404  1
4210500 2861500  4  1 18  15.8 1016 289  3.8 6  5.6  49    4   66 336 -395  1
4210500 2861500  4  1 19  15.2 1016 284  3.5 8  5.7  52    0    5 341 -386  1
4210500 2861500  4  1 20  15.0 1017 247  3.3 8  6.0  57    0    0 348 -380  1
4210500 2861500  4  1 21  14.7 1017 280  3.5 8  6.4  61    0    0 348 -377  1
4210500 2861500  4  1 22  14.2 1017 273  2.6 8  6.9  67    0    0 349 -376  1
4210500 2861500  4  1 23  13.8 1018 264  3.3 8  7.4  74    0    0 349 -376  1
4210500 2861500  4  1 24  12.9 1017 253  2.7 8  7.8  82    0    0 347 -377  1
4210500 2861500  4  2  1  13.0 1017 235  2.4 8  8.0  86    0    0 346 -378  1
4210500 2861500  4  2  2  13.1 1017 254  1.7 7  7.9  85    0    0 342 -376  1
4210500 2861500  4  2  3  12.5 1017 230  1.6 8  7.9  86    0    0 340 -374  1
4210500 2861500  4  2  4  12.5 1017 237  1.8 8  7.9  88    0    0 342 -370  1
4210500 2861500  4  2  5  12.4 1017 227  1.9 8  8.0  88    0    0 343 -367  1
4210500 2861500  4  2  6  12.3 1017 195  1.5 7  7.9  88    0    4 338 -365  1
4210500 2861500  4  2  7  12.5 1017 199  1.6 7  7.9  88    6   37 333 -364  1
4210500 2861500  4  2  8  13.5 1017 205  1.8 6  8.0  86   31  106 330 -368  1
4210500 2861500  4  2  9  15.3 1017 196  2.2 7  8.1  80   41  168 333 -378  1
4210500 2861500  4  2 10  16.4 1017 206  2.7 6  8.3  74  163  217 337 -391  1
4210500 2861500  4  2 11  17.6 1017 203  2.7 5  8.3  69  181  264 334 -406  1
4210500 2861500  4  2 12  18.2 1017 189  2.1 5  8.0  62   75  290 333 -422  1
4210500 2861500  4  2 13  19.1 1016 178  2.4 5  7.8  58   78  295 336 -434  1
4210500 2861500  4  2 14  19.9 1015 164  2.6 5  7.7  55  159  286 337 -441  1
4210500 2861500  4  2 15  20.5 1015 160  3.3 4  7.6  52  253  219 334 -442  1
4210500 2861500  4  2 16  20.5 1014 168  3.6 3  7.5  50  247  155 328 -439  1
4210500 2861500  4  2 17  20.4 1013 143  3.3 2  7.5  50  155  117 320 -432  1
4210500 2861500  4  2 18  19.7 1013 140  3.7 2  7.5  51   42   74 315 -419  1
4210500 2861500  4  2 19  17.8 1012 128  3.5 3  7.5  55    0   12 312 -404  1
4210500 2861500  4  2 20  17.2 1012 128  3.7 3  7.6  61    0    0 310 -392  1
4210500 2861500  4  2 21  16.6 1012 138  3.9 1  7.7  64    0    0 301 -386  1
4210500 2861500  4  2 22  15.3 1012 132  4.1 0  7.6  67    0    0 287 -382  1
4210500 2861500  4  2 23  14.2 1012 134  3.9 0  7.5  71    0    0 279 -379  1
4210500 2861500  4  2 24  13.9 1011 139  3.6 0  7.5  74    0    0 276 -376  1
4210500 2861500  4  3  1  12.6 1011 146  3.7 1  7.5  79    0    0 277 -374  1
4210500 2861500  4  3  2  12.0 1010 151  3.4 1  7.4  83    0    0 278 -372  1
4210500 2861500  4  3  3  11.8 1010 148  3.6 1  7.4  84    0    0 277 -370  1
4210500 2861500  4  3  4  10.9 1009 154  3.0 1  7.3  86    0    0 275 -368  1
4210500 2861500  4  3  5   9.8 1009 147  3.3 1  7.1  91    0    0 272 -366  1
4210500 2861500  4  3  6   9.7 1009 148  2.9 2  7.0  93    0    1 275 -364  1
4210500 2861500  4  3  7  10.8 1009 155  3.0 4  7.0  90   19   46 290 -363  1
4210500 2861500  4  3  8  12.4 1009 163  2.7 4  7.1  83  119  100 302 -367  1
4210500 2861500  4  3  9  15.5 1008 179  2.9 4  7.3  73  219  143 309 -376  1
4210500 2861500  4  3 10  18.3 1008 171  3.1 4  7.5  62  287  193 317 -391  1
4210500 2861500  4  3 11  20.5 1008 159  2.7 5  7.7  54  184  292 331 -408  1
4210500 2861500  4  3 12  21.4 1008 165  3.0 6  7.6  48  162  324 344 -424  1
4210500 2861500  4  3 13  23.4 1007 179  3.3 4  7.4  43  317  294 346 -436  1
4210500 2861500  4  3 14  24.1 1007 190  3.7 4  7.1  38  346  251 346 -445  1
4210500 2861500  4  3 15  24.5 1007 235  4.0 5  6.7  35  161  274 350 -448  1
4210500 2861500  4  3 16  23.7 1006 302  4.0 4  6.7  36   91  220 350 -446  1
4210500 2861500  4  3 17  22.0 1006 343  3.5 4  7.4  42   81  156 346 -439  1
4210500 2861500  4  3 18  20.6 1006 337  3.5 5  7.7  48   18   81 344 -428  1
4210500 2861500  4  3 19  19.2 1006 341  3.3 6  7.6  52    0    8 342 -412  1
4210500 2861500  4  3 20  17.9 1006 325  3.9 6  7.8  58    0    0 339 -400  1
4210500 2861500  4  3 21  16.0 1007 355  4.9 7  8.2  68    0    0 337 -393  1
4210500 2861500  4  3 22  14.5 1006 338  2.4 8  8.7  80    0    0 338 -388  1
4210500 2861500  4  3 23  13.5 1007 344  4.4 8  9.0  90    0    0 339 -385  1
4210500 2861500  4  3 24  13.1 1006 347  3.4 8  9.0  94    0    0 341 -384  1
4210500 2861500  4  4  1  12.8 1007   3  2.7 8  8.8  94    0    0 343 -383  1
4210500 2861500  4  4  2  10.1 1006 344  3.9 8  8.0  94    0    0 340 -383  1
4210500 2861500  4  4  3   9.6 1006   0  4.5 8  7.1  94    0    0 337 -382  1
4210500 2861500  4  4  4   9.0 1007 333  4.0 8  6.9  94    0    0 335 -374  1
4210500 2861500  4  4  5   8.7 1008 335  3.7 8  6.8  95    0    0 335 -366  1
4210500 2861500  4  4  6   8.7 1008 331  3.2 8  6.7  95    0    2 336 -361  1
4210500 2861500  4  4  7   8.8 1009 304  3.7 8  6.7  95    0   12 338 -359  1
4210500 2861500  4  4  8   8.9 1009 305  3.5 7  6.8  95    0   33 333 -360  1
4210500 2861500  4  4  9   9.2 1010 315  4.7 7  6.8  95    0   69 329 -365  1
4210500 2861500  4  4 10   9.9 1011 295  4.3 8  6.9  93    0   90 337 -375  1
4210500 2861500  4  4 11  10.3 1012 302  3.9 7  6.9  89    0  158 340 -388  1
4210500 2861500  4  4 12  10.6 1013 287  4.4 7  6.6  83    4  223 335 -396  1
4210500 2861500  4  4 13  11.6 1014 297  4.3 6  6.4  77   90  321 330 -395  1
4210500 2861500  4  4 14  13.1 1014 266  4.6 6  6.1  68  152  314 326 -395  1
4210500 2861500  4  4 15  13.6 1014 280  3.7 5  5.7  60  110  268 319 -393  1
4210500 2861500  4  4 16  14.7 1014 247  4.3 4  5.4  54  135  220 308 -393  1
4210500 2861500  4  4 17  13.8 1014 271  3.8 5  5.6  55   25  145 306 -391  1
4210500 2861500  4  4 18  10.0 1015 316  3.3 7  6.3  72    0   36 309 -383  1
4210500 2861500  4  4 19  10.0 1016 238  2.0 6  6.6  86    0    8 305 -373  1
4210500 2861500  4  4 20   9.8 1016 274  2.7 6  6.6  85    0    0 300 -364  1
4210500 2861500  4  4 21   9.5 1017 266  2.7 6  6.6  88    0    0 300 -360  1
4210500 2861500  4  4 22   9.1 1017 270  2.8 6  6.5  89    0    0 300 -360  1
4210500 2861500  4  4 23   8.4 1018 234  2.8 7  6.3  90    0    0 299 -359  1
4210500 2861500  4  4 24   7.7 1018 190  3.0 7  6.0  90    0    0 298 -358  1
4210500 2861500  4  5  1   7.0 1001 136  3.2 7  5.7  91    0    0 294 -320  1
4210500 2861500  4  5  2   6.3 1000  91  3.4 7  5.5  91    0    0 288 -318  1
4210500 2861500  4  5  3   5.8 1000  57  3.7 7  5.4  92    0    0 289 -317  1
4210500 2861500  4  5  4   5.7  999  66  3.6 8  5.3  92    0    0 294 -316  1
4210500 2861500  4  5  5   5.7  999  68  3.6 8  5.3  92    0    0 299 -316  1
4210500 2861500  4  5  6   5.7  999 116  2.7 8  5.2  91    0    1 299 -315  1
4210500 2861500  4  5  7   5.6  999  43  4.1 8  5.2  91    0   10 299 -315  1
4210500 2861500  4  5  8   5.5 1000  43  3.6 8  5.3  92    0   35 300 -316  1
4210500 2861500  4  5  9   5.4 1000  37  4.5 7  5.3  93    0   84 295 -324  1
4210500 2861500  4  5 10   5.1 1001  29  5.2 7  5.2  93    0  136 290 -337  1
4210500 2861500  4  5 11   5.0 1002  25  4.6 7  5.1  92    0  112 290 -349  1
4210500 2861500  4  5 12   4.9 1003  38  4.7 7  5.0  92    0  100 291 -358  1
4210500 2861500  4  5 13   4.8 1004  13  2.7 8  4.9  90    0   78 297 -364  1
4210500 2861500  4  5 14   4.8 1005  14  2.4 8  4.7  88    0   70 302 -367  1
4210500 2861500  4  5 15   4.8 1006  59  3.0 7  4.7  88    0   78 296 -367  1
4210500 2861500  4  5 16   4.9 1007  45  3.1 8  4.8  88    0   69 296 -362  1
4210500 2861500  4  5 17   4.6 1007  36  2.7 7  4.8  89    0   60 295 -357  1
4210500 2861500  4  5 18   4.3 1008  49  3.2 7  4.7  90    0   37 289 -352  1
4210500 2861500  4  5 19   4.2 1009  43  3.9 8  4.7  91    0    4 293 -343  1
4210500 2861500  4  5 20   4.1 1009  40  3.2 8  4.6  90    0    0 298 -335  1
4210500 2861500  4  5 21   4.0 1010  52  3.5 7  4.5  88    0    0 292 -330  1
4210500 2861500  4  5 22   3.8 1011  55  3.2 7  4.5  89    0    0 288 -325  1
4210500 2861500  4  5 23   3.9 1012  51  2.8 7  4.5  90    0    0 288 -321  1
4210500 2861500  4  5 24   3.8 1012  38  3.4 8  4.5  89    0    0 294 -317  1
4210500 2861500  4  6  1   3.8 1013  60  2.8 8  4.4  87    0    0 298 -315  1
4210500 2861500  4  6  2   3.7 1013  47  2.8 8  4.3  86    0    0 298 -313  1
4210500 2861500  4  6  3   3.7 1013  50  3.2 7  4.2  85    0    0 293 -310  1
4210500 2861500  4  6  4   3.5 1013  52  3.5 7  4.1  83    0    0 287 -308  1
4210500 2861500  4  6  5   3.4 1013  58  3.3 8  4.0  83    0    0 292 -307  1
4210500 2861500  4  6  6   3.4 1014  56  3.3 8  4.0  83    0    2 299 -306  1
4210500 2861500  4  6  7   3.5 1014  71  3.2 8  4.0  83    0   29 300 -306  1
4210500 2861500  4  6  8   3.7 1015  65  3.3 8  4.0  82    0   78 300 -308  1
4210500 2861500  4  6  9   4.2 1015  64  3.2 8  4.0  80    1  131 302 -315  1
4210500 2861500  4  6 10   4.7 1016  67  3.3 8  3.9  76    1  173 303 -325  1
4210500 2861500  4  6 11   5.0 1016  73  3.7 8  3.8  71    0  163 303 -342  1
4210500 2861500  4  6 12   5.8 1016  64  3.6 7  3.6  66    6  232 298 -361  1
4210500 2861500  4  6 13   6.2 1016  70  4.9 7  3.6  62   17  253 294 -373  1
4210500 2861500  4  6 14   6.5 1016  11  3.0 7  3.6  61    0  181 294 -378  1
4210500 2861500  4  6 15   7.0 1015  87  2.9 6  3.6  60   18  219 290 -378  1
4210500 2861500  4  6 16   7.6 1015  69  2.9 4  3.6  57  168  157 277 -376  1
4210500 2861500  4  6 17   7.6 1014  91  2.5 3  3.6  56  227   54 263 -369  1
4210500 2861500  4  6 18   7.0 1014 107  2.0 2  3.6  57   98   48 252 -358  1
4210500 2861500  4  6 19   5.8 1014 225  0.9 1  3.6  60    1   16 239 -344  1
4210500 2861500  4  6 20   4.1 1014 272  1.3 1  3.5  65    0    0 229 -330  1
4210500 2861500  4  6 21   2.6 1014 297  1.4 0  3.5  74    0    0 220 -321  1
4210500 2861500  4  6 22   2.8 1014 297  1.8 0  3.7  80    0    0 213 -316  1
4210500 2861500  4  6 23   1.7 1014 344  1.6 0  3.7  82    0    0 212 -314  1
4210500 2861500  4  6 24   1.2 1014  14  1.2 0  3.6  85    0    0 210 -313  1
4210500 2861500  4  7  1  -0.7 1013 267  1.5 1  3.3  85    0    0 212 -311  1
4210500 2861500  4  7  2  -1.4 1013 312  1.2 1  3.1  89    0    0 213 -310  1
4210500 2861500  4  7  3  -1.4 1012   9  1.3 0  3.1  92    0    0 207 -309  1
4210500 2861500  4  7  4  -2.2 1012  12  1.3 0  3.0  91    0    0 200 -308  1
4210500 2861500  4  7  5  -2.7 1011  31  1.0 0  2.9  90    0    0 197 -308  1
4210500 2861500  4  7  6  -2.4 1011 137  0.6 0  2.9  91    1    8 195 -307  1
4210500 2861500  4  7  7  -0.9 1010 220  0.5 0  3.1  92   59   36 197 -307  1
4210500 2861500  4  7  8   2.2 1010 183  0.9 0  3.4  86  185   68 203 -310  1
4210500 2861500  4  7  9   4.8 1009 231  1.3 0  3.6  73  325   87 209 -317  1
4210500 2861500  4  7 10   7.2 1009 200  2.8 1  3.6  62  438  111 222 -329  1
4210500 2861500  4  7 11   8.1 1009 196  2.1 1  3.7  56  502  114 234 -347  1
4210500 2861500  4  7 12   8.7 1008 233  1.9 2  3.6  53  220  281 245 -366  1
4210500 2861500  4  7 13   8.8 1007 259  2.6 3  3.6  51  128  305 260 -377  1
4210500 2861500  4  7 14   9.5 1006 251  3.7 5  3.6  50  123  289 279 -383  1
4210500 2861500  4  7 15   9.3 1005 236  3.9 4  3.6  49  181  243 286 -383  1
4210500 2861500  4  7 16   8.6 1004 239  4.8 5  3.7  52   64  208 283 -380  1
4210500 2861500  4  7 17   7.9 1004 252  4.8 6  3.8  56    6  124 292 -376  1
4210500 2861500  4  7 18   7.1 1003 257  4.4 7  3.7  58    0   56 300 -369  1
4210500 2861500  4  7 19   6.4 1003 258  5.1 8  3.7  60    0    3 310 -361  1
4210500 2861500  4  7 20   5.8 1003 272  4.4 8  3.7  62    0    0 314 -354  1
4210500 2861500  4  7 21   5.0 1003 269  3.7 6  3.5  62    0    0 298 -350  1
4210500 2861500  4  7 22   4.6 1002 217  3.0 6  3.5  64    0    0 283 -346  1
4210500 2861500  4  7 23   4.4 1001 229  3.7 8  3.6  68    0    0 296 -343  1
4210500 2861500  4  7 24   4.1 1001 247  4.2 8  3.7  71    0    0 309 -342  1
4210500 2861500  4  8  1   3.4 1000 221  3.9 7  3.9  78    0    0 302 -340  1
4210500 2861500  4  8  2   3.3  999 222  4.2 7  4.1  85    0    0 294 -335  1
4210500 2861500  4  8  3   3.0  998 222  4.8 8  4.3  88    0    0 301 -331  1
4210500 2861500  4  8  4   3.2  997 232  5.5 8  4.3  90    0    0 307 -329  1
4210500 2861500  4  8  5   3.5  997 237  4.7 8  4.5  91    0    0 308 -326  1
4210500 2861500  4  8  6   3.7  996 247  5.0 8  4.6  92    0    2 310 -324  1
4210500 2861500  4  8  7   3.1  996 301  6.2 8  4.4  89    8   39 309 -325  1
4210500 2861500  4  8  8   3.1  996 290  5.6 6  4.1  84   48  101 294 -327  1
4210500 2861500  4  8  9   3.6  996 277  5.1 8  4.0  82    1  135 294 -330  1
4210500 2861500  4  8 10   3.5  996 272  5.4 8  4.1  83    0  159 306 -332  1
4210500 2861500  4  8 11   4.1  997 282  6.1 8  4.3  84    0  161 303 -333  1
4210500 2861500  4  8 12   3.7  997 295  6.7 7  4.3  84    3  221 294 -337  1
4210500 2861500  4  8 13   2.7  997 307  7.5 6  4.2  86    1  213 283 -343  1
4210500 2861500  4  8 14   3.1  997 304  7.4 8  3.8  81    0  124 283 -345  1
4210500 2861500  4  8 15   3.6  998 321  7.9 6  3.4  70   20  226 281 -340  1
4210500 2861500  4  8 16   4.9  998 316  5.4 5  3.1  60  224  138 272 -337  1
4210500 2861500  4  8 17   4.0  999 310  5.8 6  2.9  55   72  133 269 -338  1
4210500 2861500  4  8 18   1.5  999 322  6.1 7  3.1  66    8   71 267 -334  1
4210500 2861500  4  8 19   1.1 1000 308  4.8 7  3.5  83    0    6 265 -326  1
4210500 2861500  4  8 20   0.7 1001 310  4.5 7  3.7  89    0    0 259 -320  1
4210500 2861500  4  8 21   0.9 1002 329  4.8 7  3.6  87    0    0 254 -315  1
4210500 2861500  4  8 22   0.6 1002 334  4.9 6  3.3  81    0    0 247 -311  1
4210500 2861500  4  8 23   0.0 1003 315  2.9 5  3.2  81    0    0 237 -308  1
4210500 2861500  4  8 24  -0.3 1003 296  3.4 5  3.3  87    0    0 232 -307  1
4210500 2861500  4  9  1   0.1 1003 309  3.7 5  3.3  86    0    0 231 -307  1
4210500 2861500  4  9  2   0.3 1004 309  4.4 6  3.1  80    0    0 234 -307  1
4210500 2861500  4  9  3   0.0 1004 324  4.0 5  2.9  75    0    0 233 -306  1
4210500 2861500  4  9  4  -0.7 1005 319  3.4 6  2.8  75    0    0 232 -303  1
4210500 2861500  4  9  5  -0.6 1005 327  2.8 6  2.8  77    0    0 236 -301  1
4210500 2861500  4  9  6  -1.2 1006 313  2.6 5  2.8  79    4    9 231 -299  1
4210500 2861500  4  9  7  -0.2 1006 321  3.5 3  2.8  78   80   40 221 -299  1
4210500 2861500  4  9  8   1.2 1007 341  3.8 1  2.8  70  230   57 208 -303  1
4210500 2861500  4  9  9   2.8 1008 348  4.5 1  2.6  60  354   75 204 -310  1
4210500 2861500  4  9 10   3.8 1009 340  4.6 3  2.4  49  343  122 215 -321  1
4210500 2861500  4  9 11   4.2 1009 351  3.9 4  1.9  38  304  203 231 -331  1
4210500 2861500  4  9 12   5.2 1009   3  3.1 5  1.7  32  216  272 242 -344  1
4210500 2861500  4  9 13   5.2 1010 357  3.3 5  1.7  30  168  291 248 -356  1
4210500 2861500  4  9 14   5.7 1010 322  3.2 5  1.7  30   96  281 250 -360  1
4210500 2861500  4  9 15   6.6 1010 273  2.3 5  1.7  29   89  250 250 -360  1
4210500 2861500  4  9 16   5.7 1010 304  4.2 4  1.7  28  120  196 245 -358  1
4210500 2861500  4  9 17   5.9 1009 297  4.6 5  1.6  29  104  136 244 -355  1
4210500 2861500  4  9 18   5.9 1010 258  3.4 4  1.7  29   33   84 244 -348  1
4210500 2861500  4  9 19   4.9 1010 255  2.9 4  1.7  31    0   13 239 -338  1
4210500 2861500  4  9 20   2.8 1010 285  2.2 3  1.8  36    0    0 231 -326  1
4210500 2861500  4  9 21   2.4 1010 238  2.4 1  1.9  41    0    0 220 -317  1
4210500 2861500  4  9 22   1.3 1010 219  2.2 1  2.0  47    0    0 217 -314  1
4210500 2861500  4  9 23   0.4 1010 215  2.5 1  2.1  51    0    0 219 -312  1
4210500 2861500  4  9 24   0.0 1010 215  2.6 0  2.1  55    0    0 219 -310  1
4210500 2861500  4 10  1   0.3 1009 204  3.2 1  2.2  58    0    0 225 -309  1
4210500 2861500  4 10  2   0.2 1009 206  3.5 4  2.3  60    0    0 237 -309  1
4210500 2861500  4 10  3   0.5 1008 197  3.6 6  2.3  60    0    0 249 -310  1
4210500 2861500  4 10  4   1.2 1007 179  3.7 6  2.3  57    0    0 257 -310  1
4210500 2861500  4 10  5   0.4 1006 181  4.0 6  2.3  57    0    0 260 -311  1
4210500 2861500  4 10  6   0.1 1005 183  4.0 5  2.3  60    2   12 260 -312  1
4210500 2861500  4 10  7   1.0 1005 188  3.7 6  2.4  60   23   54 263 -313  1
4210500 2861500  4 10  8   2.8 1004 189  4.2 5  2.4  55  115  114 266 -315  1
4210500 2861500  4 10  9   4.8 1004 187  4.8 5  2.5  50  255  153 268 -321  1
4210500 2861500  4 10 10   7.2 1003 183  5.7 4  2.7  46  368  190 272 -333  1
4210500 2861500  4 10 11   8.9 1003 185  6.1 5  3.0  44  404  225 278 -348  1
4210500 2861500  4 10 12  10.3 1002 192  6.2 7  3.2  43  283  321 297 -359  1
4210500 2861500  4 10 13  11.3 1001 203  5.8 7  3.3  41  201  352 311 -363  1
4210500 2861500  4 10 14  11.6 1001 208  6.3 7  3.4  40   56  311 315 -362  1
4210500 2861500  4 10 15  11.9 1000 179  5.9 6  3.3  38   45  274 312 -355  1
4210500 2861500  4 10 16  11.4 1000 207  6.4 7  3.4  40   17  201 314 -353  1
4210500 2861500  4 10 17  10.7  999 213  5.7 7  3.7  45    0  114 322 -357  1
4210500 2861500  4 10 18   9.7  999 214  5.3 7  4.2  53    0   52 323 -357  1
4210500 2861500  4 10 19   8.9  999 206  4.3 8  4.5  60    0   10 328 -353  1
4210500 2861500  4 10 20   8.5  999 200  4.1 8  4.6  65    0    0 336 -350  1
4210500 2861500  4 10 21   8.2 1000 206  4.0 8  4.6  67    0    0 335 -349  1
4210500 2861500  4 10 22   8.0  999 193  3.5 7  4.7  69    0    0 329 -349  1
4210500 2861500  4 10 23   7.7  999 192  3.9 7  4.7  70    0    0 324 -349  1
4210500 2861500  4 10 24   7.6  999 186  4.0 7  4.7  71    0    0 325 -350  1
4210500 2861500  4 11  1   7.7  998 185  4.1 7  4.8  72    0    0 328 -350  1
4210500 2861500  4 11  2   7.7  998 173  4.4 8  4.9  74    0    0 335 -350  1
4210500 2861500  4 11  3   7.9  998 180  4.3 8  4.9  74    0    0 343 -350  1
4210500 2861500  4 11  4   8.1  997 179  5.0 8  5.0  74    0    0 344 -350  1
4210500 2861500  4 11  5   8.3  997 184  4.7 8  5.1  74    0    0 345 -351  1
4210500 2861500  4 11  6   8.5  996 181  4.7 8  5.2  75    0    5 345 -351  1
4210500 2861500  4 11  7   8.9  996 180  5.0 8  5.4  76    5   43 344 -352  1
4210500 2861500  4 11  8   9.9  996 182  5.5 7  5.6  74   20  105 338 -355  1
4210500 2861500  4 11  9  11.0  996 188  5.4 7  5.7  71   33  159 331 -359  1
4210500 2861500  4 11 10  11.6  996 192  5.4 7  5.9  69   28  205 333 -365  1
4210500 2861500  4 11 11  11.7  996 184  5.5 7  6.1  70   13  224 333 -373  1
4210500 2861500  4 11 12  13.9  995 183  6.0 6  6.2  67  238  224 328 -382  1
4210500 2861500  4 11 13  15.1  995 210  5.9 7  6.0  57   46  269 332 -387  1
4210500 2861500  4 11 14  16.1  995 197  5.3 7  5.8  51   13  237 339 -388  1
4210500 2861500  4 11 15  17.2  994 203  5.3 7  5.6  47   48  229 339 -390  1
4210500 2861500  4 11 16  18.0  993 204  4.9 5  5.4  43   80  182 325 -391  1
4210500 2861500  4 11 17  17.4  993 200  4.4 6  5.5  42   93  124 319 -386  1
4210500 2861500  4 11 18  17.1  993 196  4.1 5  5.4  44   45   74 316 -381  1
4210500 2861500  4 11 19  15.4  993 187  2.6 4  5.4  46    7   18 298 -376  1
4210500 2861500  4 11 20  14.1  993 151  3.0 5  5.5  52    0    0 292 -371  1
4210500 2861500  4 11 21  13.7  993 143  2.8 5  5.7  56    0    0 298 -368  1
4210500 2861500  4 11 22  13.3  993 133  3.7 6  5.6  57    0    0 302 -367  1
4210500 2861500  4 11 23  12.7  993 139  3.7 6  5.3  56    0    0 304 -367  1
4210500 2861500  4 11 24  12.3  992 161  3.5 6  5.2  56    0    0 299 -366  1
4210500 2861500  4 12  1  11.9  992 162  3.4 7  5.1  56    0    0 305 -365  1
4210500 2861500  4 12  2  11.9  992 173  2.9 8  4.9  55    0    0 322 -365  1
4210500 2861500  4 12  3  11.4  993 128  2.9 8  4.7  54    0    0 330 -365  1
4210500 2861500  4 12  4  10.4  992 180  2.6 6  4.5  55    0    0 312 -365  1
4210500 2861500  4 12  5   9.5  992 206  2.6 5  4.4  56    0    0 288 -365  1
4210500 2861500  4 12  6   9.8  992 183  2.9 6  4.3  56    0    8 288 -365  1
4210500 2861500  4 12  7  10.5  992 175  2.4 7  4.3  54   26   62 302 -366  1
4210500 2861500  4 12  8  11.3  992 171  1.8 6  4.3  52   18  132 303 -368  1
4210500 2861500  4 12  9  12.2  992 188  2.6 7  4.4  50   12  174 307 -370  1
4210500 2861500  4 12 10  14.6  993 199  2.7 7  5.0  51  108  287 319 -371  1
4210500 2861500  4 12 11  15.1  993 264  4.2 6  5.7  53  145  343 322 -373  1
4210500 2861500  4 12 12  15.2  993 279  3.5 7  6.2  56   35  320 325 -376  1
4210500 2861500  4 12 13  15.0  993 278  3.8 7  6.5  60    0  218 335 -377  1
4210500 2861500  4 12 14  12.8  993 280  5.0 8  6.9  68    0  107 340 -377  1
4210500 2861500  4 12 15   9.9  994 312  5.6 7  6.8  80    0  103 333 -378  1
4210500 2861500  4 12 16   9.3  995 313  5.7 7  6.4  84    0   91 322 -378  1
4210500 2861500  4 12 17   8.6  995 334  4.2 8  6.2  85    0   52 324 -374  1
4210500 2861500  4 12 18   8.6  996 347  3.7 7  6.1  86    0   56 321 -370  1
4210500 2861500  4 12 19   8.3  996 323  3.0 6  5.9  84    0   20 310 -366  1
4210500 2861500  4 12 20   7.7  997 329  2.0 5  5.6  83    0    0 300 -360  1
4210500 2861500  4 12 21   6.5  997 307  1.7 4  5.5  86    0    0 289 -357  1
4210500 2861500  4 12 22   6.2  998 312  2.1 5  5.4  90    0    0 287 -356  1
4210500 2861500  4 12 23   5.8  998 322  1.6 5  5.4  91    0    0 291 -356  1
4210500 2861500  4 12 24   5.4  998 267  1.9 6  5.3  93    0    0 295 -356  1
4210500 2861500  4 13  1   5.9  998 288  2.0 8  5.4  93    0    0 310 -355  1
4210500 2861500  4 13  2   5.7  998 285  1.2 8  5.4  92    0    0 320 -354  1
4210500 2861500  4 13  3   6.0  998 296  1.8 8  5.3  91    0    0 321 -353  1
4210500 2861500  4 13  4   6.0  998 297  1.3 8  5.4  91    0    0 322 -352  1
4210500 2861500  4 13  5   6.4  998 192  0.5 8  5.5  91    0    0 324 -350  1
4210500 2861500  4 13  6   6.6  998  96  1.8 8  5.6  91    0    5 327 -350  1
4210500 2861500  4 13  7   7.3  998 352  0.8 8  5.7  90    0   30 329 -350  1
4210500 2861500  4 13  8   7.9  999 230  1.1 7  5.7  87    1   85 327 -352  1
4210500 2861500  4 13  9   8.3  999 124  1.0 7  5.7  84   17  153 323 -357  1
4210500 2861500  4 13 10   9.3  999  39  1.4 7  5.6  79   34  213 325 -363  1
4210500 2861500  4 13 11   9.9  999 108  1.7 7  5.4  72   47  256 327 -368  1
4210500 2861500  4 13 12  10.6  999 119  1.5 7  5.3  68   39  270 330 -373  1
